anzsic_class_code,anzsic_class_name,anzsic_group_code,year,non_employing,emp_1_4,emp_5_19,emp_20_199,emp_200plus,total_businesses,data_source
2922,Waste Remediation and Materials Recovery Services,292,2025,1041.0,554.0,327.0,118.0,8.0,2048.0,ABS 8165.0 DC02 Table 1
3011,House Construction,301,2025,40171.0,21314.0,3953.0,539.0,25.0,66002.0,ABS 8165.0 DC02 Table 1
3019,Other Residential Building Construction,301,2025,22401.0,5677.0,1092.0,152.0,9.0,29331.0,ABS 8165.0 DC02 Table 1
3020,Non-Residential Building Construction,302,2025,12267.0,4379.0,1425.0,522.0,30.0,18623.0,ABS 8165.0 DC02 Table 1
3101,Road and Bridge Construction,310,2025,1096.0,787.0,359.0,224.0,26.0,2492.0,ABS 8165.0 DC02 Table 1
3109,Other Heavy and Civil Engineering Construction,310,2025,3958.0,2668.0,902.0,379.0,66.0,7973.0,ABS 8165.0 DC02 Table 1
3211,Land Development and Subdivision,321,2025,11599.0,835.0,159.0,60.0,3.0,12656.0,ABS 8165.0 DC02 Table 1
3212,Site Preparation Services,321,2025,11851.0,8201.0,1894.0,652.0,21.0,22619.0,ABS 8165.0 DC02 Table 1
3221,Concreting Services,322,2025,8937.0,5567.0,1377.0,242.0,6.0,16129.0,ABS 8165.0 DC02 Table 1
3222,Bricklaying Services,322,2025,6096.0,2651.0,476.0,57.0,0.0,9280.0,ABS 8165.0 DC02 Table 1
3223,Roofing Services,322,2025,2931.0,2440.0,779.0,90.0,0.0,6240.0,ABS 8165.0 DC02 Table 1
3224,Structural Steel Erection Services,322,2025,2662.0,1747.0,538.0,189.0,3.0,5139.0,ABS 8165.0 DC02 Table 1
3231,Plumbing Services,323,2025,14647.0,13351.0,2936.0,444.0,3.0,31380.0,ABS 8165.0 DC02 Table 1
3232,Electrical Services,323,2025,21621.0,21152.0,4609.0,869.0,28.0,48279.0,ABS 8165.0 DC02 Table 1
3233,Air Conditioning and Heating Services,323,2025,3100.0,3100.0,1056.0,219.0,6.0,7481.0,ABS 8165.0 DC02 Table 1
3234,Fire and Security Alarm Installation Services,323,2025,1758.0,1568.0,575.0,169.0,4.0,4074.0,ABS 8165.0 DC02 Table 1
3239,Other Building Installation Services,323,2025,3296.0,2229.0,587.0,131.0,6.0,6249.0,ABS 8165.0 DC02 Table 1
3241,Plastering and Ceiling Services,324,2025,11286.0,4504.0,558.0,57.0,0.0,16407.0,ABS 8165.0 DC02 Table 1
3242,Carpentry Services,324,2025,34178.0,16877.0,2512.0,307.0,9.0,53883.0,ABS 8165.0 DC02 Table 1
3243,Tiling and Carpeting Services,324,2025,14009.0,5990.0,516.0,45.0,0.0,20560.0,ABS 8165.0 DC02 Table 1
3244,Painting and Decorating Services,324,2025,16828.0,6583.0,859.0,85.0,3.0,24357.0,ABS 8165.0 DC02 Table 1
3245,Glazing Services,324,2025,2031.0,1443.0,449.0,67.0,0.0,3990.0,ABS 8165.0 DC02 Table 1
3291,Landscape Construction Services,329,2025,10870.0,6464.0,1657.0,292.0,0.0,19283.0,ABS 8165.0 DC02 Table 1
3292,Hire of Construction Machinery with Operator,329,2025,1171.0,668.0,246.0,92.0,5.0,2182.0,ABS 8165.0 DC02 Table 1
3299,Other Construction Services n.e.c.,329,2025,19923.0,6563.0,1458.0,375.0,11.0,28330.0,ABS 8165.0 DC02 Table 1
3311,Wool Wholesaling,331,2025,72.0,40.0,27.0,4.0,0.0,143.0,ABS 8165.0 DC02 Table 1
3312,Cereal Grain Wholesaling,331,2025,159.0,79.0,45.0,32.0,0.0,317.0,ABS 8165.0 DC02 Table 1
3319,Other Agricultural Product Wholesaling,331,2025,2117.0,849.0,591.0,189.0,10.0,3756.0,ABS 8165.0 DC02 Table 1
3321,Petroleum Product Wholesaling,332,2025,361.0,162.0,108.0,57.0,11.0,699.0,ABS 8165.0 DC02 Table 1
3322,Metal and Mineral Wholesaling,332,2025,764.0,415.0,317.0,94.0,9.0,1599.0,ABS 8165.0 DC02 Table 1
3323,Industrial and Agricultural Chemical Product Wholesaling,332,2025,1153.0,712.0,325.0,130.0,7.0,2327.0,ABS 8165.0 DC02 Table 1
3331,Timber Wholesaling,333,2025,431.0,209.0,165.0,79.0,3.0,887.0,ABS 8165.0 DC02 Table 1
3332,Plumbing Goods Wholesaling,333,2025,331.0,197.0,152.0,64.0,6.0,750.0,ABS 8165.0 DC02 Table 1
3339,Other Hardware Goods Wholesaling,333,2025,2496.0,1583.0,931.0,332.0,19.0,5361.0,ABS 8165.0 DC02 Table 1
3411,Agricultural and Construction Machinery Wholesaling,341,2025,795.0,497.0,363.0,153.0,18.0,1826.0,ABS 8165.0 DC02 Table 1
3419,Other Specialised Industrial Machinery and Equipment Wholesaling,341,2025,1019.0,744.0,403.0,178.0,20.0,2364.0,ABS 8165.0 DC02 Table 1
3491,Professional and Scientific Goods Wholesaling,349,2025,1097.0,678.0,401.0,186.0,29.0,2391.0,ABS 8165.0 DC02 Table 1
3492,Computer and Computer Peripheral Wholesaling,349,2025,548.0,346.0,166.0,101.0,11.0,1172.0,ABS 8165.0 DC02 Table 1
3493,Telecommunication Goods Wholesaling,349,2025,415.0,275.0,113.0,51.0,4.0,858.0,ABS 8165.0 DC02 Table 1
3494,Other Electrical and Electronic Goods Wholesaling,349,2025,1986.0,1311.0,732.0,318.0,32.0,4379.0,ABS 8165.0 DC02 Table 1
3499,Other Machinery and Equipment Wholesaling n.e.c.,349,2025,900.0,607.0,489.0,182.0,5.0,2183.0,ABS 8165.0 DC02 Table 1
3501,Car Wholesaling,350,2025,751.0,308.0,73.0,37.0,11.0,1180.0,ABS 8165.0 DC02 Table 1
3502,Commercial Vehicle Wholesaling,350,2025,123.0,66.0,40.0,30.0,9.0,268.0,ABS 8165.0 DC02 Table 1
3503,Trailer and Other Motor Vehicle Wholesaling,350,2025,95.0,47.0,38.0,17.0,3.0,198.0,ABS 8165.0 DC02 Table 1
3504,Motor Vehicle New Parts Wholesaling,350,2025,1126.0,769.0,438.0,168.0,15.0,2516.0,ABS 8165.0 DC02 Table 1
3505,Motor Vehicle Dismantling and Used Parts Wholesaling,350,2025,925.0,540.0,211.0,23.0,0.0,1700.0,ABS 8165.0 DC02 Table 1
3601,General Line Grocery Wholesaling,360,2025,301.0,215.0,128.0,58.0,7.0,709.0,ABS 8165.0 DC02 Table 1
3602,"Meat, Poultry and Smallgoods Wholesaling",360,2025,484.0,388.0,277.0,141.0,6.0,1296.0,ABS 8165.0 DC02 Table 1
3603,Dairy Produce Wholesaling,360,2025,261.0,143.0,98.0,41.0,3.0,545.0,ABS 8165.0 DC02 Table 1
3604,Fish and Seafood Wholesaling,360,2025,345.0,228.0,139.0,70.0,0.0,784.0,ABS 8165.0 DC02 Table 1
3605,Fruit and Vegetable Wholesaling,360,2025,596.0,367.0,321.0,148.0,9.0,1441.0,ABS 8165.0 DC02 Table 1
3606,Liquor and Tobacco Product Wholesaling,360,2025,1386.0,596.0,197.0,75.0,4.0,2258.0,ABS 8165.0 DC02 Table 1
3609,Other Grocery Wholesaling,360,2025,2661.0,1424.0,830.0,348.0,18.0,5281.0,ABS 8165.0 DC02 Table 1
3711,Textile Product Wholesaling,371,2025,600.0,337.0,181.0,44.0,0.0,1162.0,ABS 8165.0 DC02 Table 1
3712,Clothing and Footwear Wholesaling,371,2025,1483.0,762.0,366.0,172.0,16.0,2799.0,ABS 8165.0 DC02 Table 1
3720,Pharmaceutical and Toiletry Goods Wholesaling,372,2025,1390.0,729.0,363.0,164.0,34.0,2680.0,ABS 8165.0 DC02 Table 1
3731,Furniture and Floor Covering Wholesaling,373,2025,867.0,553.0,301.0,100.0,0.0,1823.0,ABS 8165.0 DC02 Table 1
3732,Jewellery and Watch Wholesaling,373,2025,607.0,287.0,82.0,25.0,0.0,1002.0,ABS 8165.0 DC02 Table 1
3733,Kitchen and Diningware Wholesaling,373,2025,729.0,373.0,166.0,39.0,3.0,1309.0,ABS 8165.0 DC02 Table 1
3734,Toy and Sporting Goods Wholesaling,373,2025,779.0,371.0,207.0,69.0,5.0,1431.0,ABS 8165.0 DC02 Table 1
3735,Book and Magazine Wholesaling,373,2025,168.0,55.0,28.0,18.0,3.0,270.0,ABS 8165.0 DC02 Table 1
3736,Paper Product Wholesaling,373,2025,454.0,291.0,151.0,53.0,8.0,957.0,ABS 8165.0 DC02 Table 1
3739,Other Goods Wholesaling n.e.c.,373,2025,2194.0,1092.0,631.0,193.0,5.0,4115.0,ABS 8165.0 DC02 Table 1
3800,Commission-Based Wholesaling,380,2025,10095.0,4195.0,866.0,194.0,11.0,15361.0,ABS 8165.0 DC02 Table 1
3911,Car Retailing,391,2025,2617.0,1318.0,415.0,571.0,48.0,4969.0,ABS 8165.0 DC02 Table 1
3912,Motor Cycle Retailing,391,2025,233.0,184.0,137.0,26.0,3.0,581.0,ABS 8165.0 DC02 Table 1
3913,Trailer and Other Motor Vehicle Retailing,391,2025,242.0,139.0,109.0,48.0,0.0,538.0,ABS 8165.0 DC02 Table 1
3921,Motor Vehicle Parts Retailing,392,2025,1197.0,1057.0,478.0,63.0,4.0,2799.0,ABS 8165.0 DC02 Table 1
3922,Tyre Retailing,392,2025,565.0,766.0,762.0,78.0,0.0,2171.0,ABS 8165.0 DC02 Table 1
4000,Fuel Retailing,400,2025,1228.0,1240.0,1331.0,222.0,11.0,4032.0,ABS 8165.0 DC02 Table 1
4110,Supermarket and Grocery Stores,411,2025,3685.0,3695.0,1916.0,980.0,37.0,10313.0,ABS 8165.0 DC02 Table 1
4121,"Fresh Meat, Fish and Poultry Retailing",412,2025,1001.0,1686.0,1125.0,173.0,3.0,3987.0,ABS 8165.0 DC02 Table 1
4122,Fruit and Vegetable Retailing,412,2025,944.0,619.0,469.0,201.0,7.0,2240.0,ABS 8165.0 DC02 Table 1
4123,Liquor Retailing,412,2025,926.0,874.0,513.0,110.0,4.0,2427.0,ABS 8165.0 DC02 Table 1
4129,Other Specialised Food Retailing,412,2025,3280.0,2266.0,1262.0,259.0,8.0,7075.0,ABS 8165.0 DC02 Table 1
4211,Furniture Retailing,421,2025,1414.0,1203.0,701.0,118.0,11.0,3447.0,ABS 8165.0 DC02 Table 1
4212,Floor Coverings Retailing,421,2025,666.0,865.0,442.0,32.0,0.0,2005.0,ABS 8165.0 DC02 Table 1
4213,Houseware Retailing,421,2025,852.0,549.0,272.0,20.0,8.0,1701.0,ABS 8165.0 DC02 Table 1
4214,Manchester and Other Textile Goods Retailing,421,2025,677.0,457.0,139.0,13.0,6.0,1292.0,ABS 8165.0 DC02 Table 1
4221,"Electrical, Electronic and Gas Appliance Retailing",422,2025,1842.0,1451.0,1352.0,234.0,13.0,4892.0,ABS 8165.0 DC02 Table 1
4222,Computer and Computer Peripheral Retailing,422,2025,1453.0,904.0,266.0,76.0,4.0,2703.0,ABS 8165.0 DC02 Table 1
4229,Other Electrical and Electronic Goods Retailing,422,2025,835.0,600.0,225.0,39.0,0.0,1700.0,ABS 8165.0 DC02 Table 1
4231,Hardware and Building Supplies Retailing,423,2025,2263.0,2052.0,1321.0,239.0,5.0,5880.0,ABS 8165.0 DC02 Table 1
4232,Garden Supplies Retailing,423,2025,1102.0,671.0,467.0,92.0,3.0,2335.0,ABS 8165.0 DC02 Table 1
4241,Sport and Camping Equipment Retailing,424,2025,1805.0,1265.0,733.0,95.0,5.0,3903.0,ABS 8165.0 DC02 Table 1
4242,Entertainment Media Retailing,424,2025,404.0,160.0,58.0,8.0,0.0,631.0,ABS 8165.0 DC02 Table 1
4243,Toy and Game Retailing,424,2025,1022.0,502.0,163.0,25.0,3.0,1715.0,ABS 8165.0 DC02 Table 1
4244,Newspaper and Book Retailing,424,2025,1019.0,1184.0,650.0,55.0,6.0,2914.0,ABS 8165.0 DC02 Table 1
4245,Marine Equipment Retailing,424,2025,405.0,294.0,176.0,17.0,0.0,892.0,ABS 8165.0 DC02 Table 1
4251,Clothing Retailing,425,2025,8352.0,4276.0,1608.0,321.0,85.0,14642.0,ABS 8165.0 DC02 Table 1
4252,Footwear Retailing,425,2025,514.0,336.0,194.0,64.0,17.0,1125.0,ABS 8165.0 DC02 Table 1
4253,Watch and Jewellery Retailing,425,2025,1278.0,987.0,323.0,57.0,11.0,2656.0,ABS 8165.0 DC02 Table 1
4259,Other Personal Accessory Retailing,425,2025,401.0,178.0,68.0,14.0,3.0,664.0,ABS 8165.0 DC02 Table 1
4260,Department Stores,426,2025,66.0,51.0,42.0,11.0,7.0,177.0,ABS 8165.0 DC02 Table 1
4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",427,2025,2818.0,1702.0,3188.0,1266.0,16.0,8990.0,ABS 8165.0 DC02 Table 1
4272,Stationery Goods Retailing,427,2025,368.0,272.0,123.0,23.0,0.0,787.0,ABS 8165.0 DC02 Table 1
4273,Antique and Used Goods Retailing,427,2025,1420.0,590.0,162.0,39.0,4.0,2215.0,ABS 8165.0 DC02 Table 1
4274,Flower Retailing,427,2025,1307.0,1032.0,317.0,33.0,3.0,2690.0,ABS 8165.0 DC02 Table 1
4279,Other Store-Based Retailing n.e.c.,427,2025,7719.0,4868.0,2107.0,254.0,18.0,14966.0,ABS 8165.0 DC02 Table 1
4310,Non-Store Retailing,431,2025,17968.0,5330.0,1298.0,258.0,15.0,24869.0,ABS 8165.0 DC02 Table 1
4320,Retail Commission-Based Buying and/or Selling,432,2025,3671.0,1265.0,268.0,41.0,0.0,5246.0,ABS 8165.0 DC02 Table 1
4400,Accommodation,440,2025,6835.0,3463.0,2451.0,961.0,95.0,13805.0,ABS 8165.0 DC02 Table 1
4511,Cafes and Restaurants,451,2025,13197.0,19801.0,18420.0,4702.0,185.0,56305.0,ABS 8165.0 DC02 Table 1
4512,Takeaway Food Services,451,2025,9893.0,9922.0,6102.0,1401.0,97.0,27415.0,ABS 8165.0 DC02 Table 1
4513,Catering Services,451,2025,2462.0,1381.0,797.0,300.0,24.0,4964.0,ABS 8165.0 DC02 Table 1
4520,"Pubs, Taverns and Bars",452,2025,2004.0,1253.0,1920.0,1669.0,28.0,6874.0,ABS 8165.0 DC02 Table 1
4530,Clubs (Hospitality),453,2025,834.0,857.0,994.0,845.0,47.0,3577.0,ABS 8165.0 DC02 Table 1
4610,Road Freight Transport,461,2025,40759.0,19739.0,3633.0,1019.0,75.0,65225.0,ABS 8165.0 DC02 Table 1
4621,Interurban and Rural Bus Transport,462,2025,274.0,173.0,99.0,66.0,7.0,619.0,ABS 8165.0 DC02 Table 1
4622,Urban Bus Transport (Including Tramway),462,2025,955.0,662.0,213.0,104.0,29.0,1963.0,ABS 8165.0 DC02 Table 1
4623,Taxi and Other Road Transport,462,2025,31960.0,929.0,165.0,55.0,7.0,33116.0,ABS 8165.0 DC02 Table 1
4710,Rail Freight Transport,471,2025,21.0,10.0,5.0,6.0,7.0,49.0,ABS 8165.0 DC02 Table 1
4720,Rail Passenger Transport,472,2025,21.0,9.0,3.0,4.0,8.0,43.0,ABS 8165.0 DC02 Table 1
4810,Water Freight Transport,481,2025,244.0,92.0,28.0,25.0,6.0,395.0,ABS 8165.0 DC02 Table 1
4820,Water Passenger Transport,482,2025,197.0,81.0,34.0,16.0,8.0,336.0,ABS 8165.0 DC02 Table 1
4900,Air and Space Transport,490,2025,959.0,288.0,140.0,77.0,16.0,1480.0,ABS 8165.0 DC02 Table 1
5010,Scenic and Sightseeing Transport,501,2025,1536.0,625.0,289.0,111.0,5.0,2566.0,ABS 8165.0 DC02 Table 1
5021,Pipeline Transport,502,2025,49.0,21.0,3.0,5.0,3.0,80.0,ABS 8165.0 DC02 Table 1
5029,Other Transport n.e.c.,502,2025,646.0,162.0,24.0,12.0,3.0,847.0,ABS 8165.0 DC02 Table 1
5101,Postal Services,510,2025,2550.0,2086.0,482.0,45.0,4.0,5167.0,ABS 8165.0 DC02 Table 1
5102,Courier Pick-up and Delivery Services,510,2025,61324.0,4995.0,525.0,210.0,7.0,67061.0,ABS 8165.0 DC02 Table 1
5211,Stevedoring Services,521,2025,88.0,20.0,21.0,16.0,0.0,145.0,ABS 8165.0 DC02 Table 1
5212,Port and Water Transport Terminal Operations,521,2025,80.0,33.0,22.0,29.0,13.0,177.0,ABS 8165.0 DC02 Table 1
5219,Other Water Transport Support Services,521,2025,593.0,194.0,88.0,58.0,10.0,943.0,ABS 8165.0 DC02 Table 1
5220,Airport Operations and Other Air Transport Support Services,522,2025,475.0,245.0,71.0,41.0,15.0,847.0,ABS 8165.0 DC02 Table 1
5291,Customs Agency Services,529,2025,289.0,210.0,80.0,35.0,0.0,614.0,ABS 8165.0 DC02 Table 1
5292,Freight Forwarding Services,529,2025,434.0,430.0,162.0,87.0,24.0,1137.0,ABS 8165.0 DC02 Table 1
5299,Other Transport Support Services n.e.c.,529,2025,62770.0,1270.0,187.0,70.0,7.0,64304.0,ABS 8165.0 DC02 Table 1
5301,Grain Storage Services,530,2025,65.0,21.0,15.0,13.0,3.0,117.0,ABS 8165.0 DC02 Table 1
5309,Other Warehousing and Storage Services,530,2025,1305.0,427.0,203.0,112.0,11.0,2058.0,ABS 8165.0 DC02 Table 1
5411,Newspaper Publishing,541,2025,96.0,76.0,76.0,23.0,3.0,274.0,ABS 8165.0 DC02 Table 1
5412,Magazine and Other Periodical Publishing,541,2025,285.0,187.0,71.0,25.0,3.0,570.0,ABS 8165.0 DC02 Table 1
5413,Book Publishing,541,2025,611.0,188.0,52.0,27.0,6.0,884.0,ABS 8165.0 DC02 Table 1
5414,Directory and Mailing List Publishing,541,2025,27.0,11.0,4.0,0.0,3.0,43.0,ABS 8165.0 DC02 Table 1
5419,"Other Publishing (except Software, Music and Internet)",541,2025,115.0,36.0,12.0,6.0,0.0,169.0,ABS 8165.0 DC02 Table 1
5420,Software Publishing,542,2025,841.0,349.0,132.0,45.0,21.0,1388.0,ABS 8165.0 DC02 Table 1
5511,Motion Picture and Video Production,551,2025,5470.0,2219.0,398.0,193.0,36.0,8316.0,ABS 8165.0 DC02 Table 1
5512,Motion Picture and Video Distribution,551,2025,146.0,52.0,18.0,10.0,3.0,229.0,ABS 8165.0 DC02 Table 1
5513,Motion Picture Exhibition,551,2025,171.0,68.0,76.0,49.0,5.0,369.0,ABS 8165.0 DC02 Table 1
5514,Post-production Services and Other Motion Picture and Video Activities,551,2025,772.0,265.0,60.0,22.0,3.0,1121.0,ABS 8165.0 DC02 Table 1
5521,Music Publishing,552,2025,135.0,48.0,17.0,3.0,0.0,203.0,ABS 8165.0 DC02 Table 1
5522,Music and Other Sound Recording Activities,552,2025,1274.0,467.0,81.0,28.0,0.0,1850.0,ABS 8165.0 DC02 Table 1
5610,Radio Broadcasting,561,2025,94.0,37.0,39.0,14.0,5.0,189.0,ABS 8165.0 DC02 Table 1
5621,Free-to-Air Television Broadcasting,562,2025,50.0,28.0,6.0,4.0,4.0,92.0,ABS 8165.0 DC02 Table 1
5622,Cable and Other Subscription Broadcasting,562,2025,32.0,26.0,5.0,0.0,3.0,67.0,ABS 8165.0 DC02 Table 1
5700,Internet Publishing and Broadcasting,570,2025,1234.0,383.0,143.0,40.0,5.0,1805.0,ABS 8165.0 DC02 Table 1
5801,Wired Telecommunications Network Operation,580,2025,802.0,556.0,73.0,27.0,5.0,1463.0,ABS 8165.0 DC02 Table 1
5802,Other Telecommunications Network Operation,580,2025,387.0,200.0,72.0,26.0,6.0,691.0,ABS 8165.0 DC02 Table 1
5809,Other Telecommunications Services,580,2025,458.0,224.0,88.0,35.0,0.0,805.0,ABS 8165.0 DC02 Table 1
5910,Internet Service Providers and Web Search Portals,591,2025,931.0,313.0,76.0,23.0,5.0,1348.0,ABS 8165.0 DC02 Table 1
5921,Data Processing and Web Hosting Services,592,2025,1376.0,540.0,175.0,76.0,7.0,2174.0,ABS 8165.0 DC02 Table 1
5922,Electronic Information Storage Services,592,2025,494.0,303.0,95.0,28.0,3.0,923.0,ABS 8165.0 DC02 Table 1
6010,Libraries and Archives,601,2025,63.0,25.0,10.0,0.0,0.0,101.0,ABS 8165.0 DC02 Table 1
6020,Other Information Services,602,2025,107.0,43.0,21.0,3.0,0.0,174.0,ABS 8165.0 DC02 Table 1
6221,Banking,622,2025,45.0,29.0,120.0,75.0,33.0,302.0,ABS 8165.0 DC02 Table 1
6222,Building Society Operation,622,2025,0.0,0.0,0.0,0.0,0.0,0.0,ABS 8165.0 DC02 Table 1
6223,Credit Union Operation,622,2025,0.0,0.0,0.0,0.0,3.0,3.0,ABS 8165.0 DC02 Table 1
6229,Other Depository Financial Intermediation,622,2025,631.0,233.0,69.0,13.0,8.0,954.0,ABS 8165.0 DC02 Table 1
6230,Non-Depository Financing,623,2025,2299.0,471.0,135.0,101.0,19.0,3025.0,ABS 8165.0 DC02 Table 1
6240,Financial Asset Investing,624,2025,51586.0,9674.0,1716.0,499.0,15.0,63490.0,ABS 8165.0 DC02 Table 1
6310,Life Insurance,631,2025,12.0,19.0,6.0,9.0,8.0,54.0,ABS 8165.0 DC02 Table 1
6321,Health Insurance,632,2025,37.0,38.0,12.0,18.0,14.0,119.0,ABS 8165.0 DC02 Table 1
6322,General Insurance,632,2025,114.0,42.0,28.0,33.0,23.0,240.0,ABS 8165.0 DC02 Table 1
6411,Financial Asset Broking Services,641,2025,7475.0,3683.0,348.0,68.0,11.0,11585.0,ABS 8165.0 DC02 Table 1
6419,Other Auxiliary Finance and Investment Services,641,2025,30839.0,14511.0,2715.0,611.0,59.0,48735.0,ABS 8165.0 DC02 Table 1
6420,Auxiliary Insurance Services,642,2025,2303.0,2069.0,704.0,136.0,23.0,5235.0,ABS 8165.0 DC02 Table 1
6611,Passenger Car Rental and Hiring,661,2025,2850.0,682.0,144.0,49.0,10.0,3735.0,ABS 8165.0 DC02 Table 1
6619,Other Motor Vehicle and Transport Equipment Rental and Hiring,661,2025,3312.0,750.0,233.0,52.0,7.0,4354.0,ABS 8165.0 DC02 Table 1
6620,Farm Animal and Bloodstock Leasing,662,2025,79.0,17.0,3.0,0.0,0.0,99.0,ABS 8165.0 DC02 Table 1
6631,Heavy Machinery and Scaffolding Rental and Hiring,663,2025,8845.0,1869.0,737.0,275.0,17.0,11743.0,ABS 8165.0 DC02 Table 1
6632,Video and Other Electronic Media Rental and Hiring,663,2025,253.0,81.0,22.0,5.0,0.0,361.0,ABS 8165.0 DC02 Table 1
6639,Other Goods and Equipment Rental and Hiring n.e.c.,663,2025,5116.0,1748.0,771.0,237.0,6.0,7878.0,ABS 8165.0 DC02 Table 1
6640,Non-Financial Intangible Assets (Except Copyrights) Leasing,664,2025,3015.0,519.0,203.0,85.0,7.0,3829.0,ABS 8165.0 DC02 Table 1
6711,Residential Property Operators,671,2025,54386.0,3132.0,445.0,111.0,10.0,58084.0,ABS 8165.0 DC02 Table 1
6712,Non-Residential Property Operators,671,2025,163101.0,7425.0,1335.0,252.0,22.0,172135.0,ABS 8165.0 DC02 Table 1
6720,Real Estate Services,672,2025,27359.0,12910.0,4843.0,777.0,20.0,45909.0,ABS 8165.0 DC02 Table 1
6910,Scientific Research Services,691,2025,3879.0,1685.0,463.0,198.0,13.0,6238.0,ABS 8165.0 DC02 Table 1
6921,Architectural Services,692,2025,6995.0,4937.0,1141.0,265.0,7.0,13345.0,ABS 8165.0 DC02 Table 1
6922,Surveying and Mapping Services,692,2025,1718.0,1268.0,486.0,168.0,4.0,3644.0,ABS 8165.0 DC02 Table 1
6923,Engineering Design and Engineering Consulting Services,692,2025,24818.0,18966.0,3541.0,1278.0,69.0,48672.0,ABS 8165.0 DC02 Table 1
6924,Other Specialised Design Services,692,2025,12124.0,4347.0,900.0,124.0,3.0,17498.0,ABS 8165.0 DC02 Table 1
6925,Scientific Testing and Analysis Services,692,2025,1854.0,1208.0,325.0,149.0,15.0,3551.0,ABS 8165.0 DC02 Table 1
6931,Legal Services,693,2025,12569.0,7588.0,3240.0,573.0,34.0,24004.0,ABS 8165.0 DC02 Table 1
6932,Accounting Services,693,2025,18813.0,14067.0,3585.0,518.0,17.0,37000.0,ABS 8165.0 DC02 Table 1
6940,Advertising Services,694,2025,8097.0,4046.0,995.0,365.0,24.0,13527.0,ABS 8165.0 DC02 Table 1
6950,Market Research and Statistical Services,695,2025,1681.0,734.0,171.0,93.0,10.0,2689.0,ABS 8165.0 DC02 Table 1
6961,Corporate Head Office Management Services,696,2025,241.0,156.0,113.0,113.0,43.0,666.0,ABS 8165.0 DC02 Table 1
6962,Management Advice and Related Consulting Services,696,2025,64738.0,32039.0,4672.0,1608.0,67.0,103124.0,ABS 8165.0 DC02 Table 1
6970,Veterinary Services,697,2025,1462.0,818.0,1001.0,366.0,7.0,3654.0,ABS 8165.0 DC02 Table 1
6991,Professional Photographic Services,699,2025,7344.0,1757.0,206.0,46.0,0.0,9355.0,ABS 8165.0 DC02 Table 1
6999,"Other Professional, Scientific and Technical Services n.e.c.",699,2025,1704.0,498.0,115.0,46.0,4.0,2367.0,ABS 8165.0 DC02 Table 1
7000,Computer System Design and Related Services,700,2025,34359.0,24164.0,3898.0,1422.0,84.0,63927.0,ABS 8165.0 DC02 Table 1
7211,Employment Placement and Recruitment Services,721,2025,3558.0,3153.0,1094.0,969.0,253.0,9027.0,ABS 8165.0 DC02 Table 1
7212,Labour Supply Services,721,2025,7609.0,3208.0,1606.0,1530.0,276.0,14229.0,ABS 8165.0 DC02 Table 1
7220,Travel Agency and Tour Arrangement Services,722,2025,5408.0,2762.0,607.0,204.0,12.0,8993.0,ABS 8165.0 DC02 Table 1
7291,Office Administrative Services,729,2025,6471.0,3560.0,2341.0,815.0,75.0,13262.0,ABS 8165.0 DC02 Table 1
7292,Document Preparation Services,729,2025,832.0,165.0,23.0,10.0,3.0,1033.0,ABS 8165.0 DC02 Table 1
7293,Credit Reporting and Debt Collection Services,729,2025,408.0,214.0,57.0,26.0,6.0,711.0,ABS 8165.0 DC02 Table 1
7294,Call Centre Operation,729,2025,188.0,76.0,51.0,32.0,13.0,360.0,ABS 8165.0 DC02 Table 1
7299,Other Administrative Services n.e.c.,729,2025,8042.0,3391.0,1015.0,323.0,16.0,12787.0,ABS 8165.0 DC02 Table 1
7311,Building and Other Industrial Cleaning Services,731,2025,32322.0,9428.0,2544.0,850.0,73.0,45217.0,ABS 8165.0 DC02 Table 1
7312,Building Pest Control Services,731,2025,1448.0,1161.0,230.0,29.0,3.0,2871.0,ABS 8165.0 DC02 Table 1
7313,Gardening Services,731,2025,11463.0,4824.0,1128.0,147.0,4.0,17566.0,ABS 8165.0 DC02 Table 1
7320,Packaging Services,732,2025,560.0,221.0,155.0,110.0,6.0,1052.0,ABS 8165.0 DC02 Table 1
7510,Central Government Administration,751,2025,54.0,18.0,5.0,3.0,0.0,78.0,ABS 8165.0 DC02 Table 1
7520,State Government Administration,752,2025,19.0,5.0,6.0,0.0,0.0,32.0,ABS 8165.0 DC02 Table 1
7530,Local Government Administration,753,2025,39.0,15.0,3.0,3.0,0.0,59.0,ABS 8165.0 DC02 Table 1
7540,Justice,754,2025,68.0,21.0,7.0,0.0,0.0,96.0,ABS 8165.0 DC02 Table 1
7551,Domestic Government Representation,755,2025,4.0,0.0,0.0,0.0,0.0,5.0,ABS 8165.0 DC02 Table 1
7552,Foreign Government Representation,755,2025,18.0,3.0,0.0,3.0,0.0,24.0,ABS 8165.0 DC02 Table 1
7600,Defence,760,2025,34.0,23.0,3.0,0.0,0.0,62.0,ABS 8165.0 DC02 Table 1
7712,Investigation and Security Services,771,2025,3596.0,1749.0,754.0,384.0,27.0,6510.0,ABS 8165.0 DC02 Table 1
7714,Correctional and Detention Services,771,2025,11.0,0.0,0.0,0.0,4.0,17.0,ABS 8165.0 DC02 Table 1
7719,Other Public Order and Safety Services,771,2025,256.0,151.0,91.0,132.0,22.0,652.0,ABS 8165.0 DC02 Table 1
